Bruce Rowland,84.03546,0.0,Rosemary Recalls,1985
Xcultures,273.52771000000001,0.19923826200067829,Sudanese Dance,2000
White Heart,298.84035999999998,0.26586104921065007,Where The Thunder Roars (Tales Of Wonder Album Version),0
Heavy D / McGruff,161.38404,0.23773394162247466,Wanna Be A Player,1997
Van Halen,209.29261,0.82448212968243206,Panama (Remastered Album Version),0
Black Eyed Peas,229.61587,0.62442549327076657,Let's Get It Started,2004
Nine Inch Nails,426.89260999999999,0.63553664862266857,Metal,2000
Nick Cave & The Bad Seeds,269.26974999999999,nan,She Fell Away (2009 Digital Remaster),0
Nadine Renee,249.41668999999999,0.19878534876524423,Next Time,0
Lesley Gore,136.48934,nan,It's My Party,1963
Smartbomb,233.27302,0.0,Complicate It,2001
Suburbs,187.24526,0.24906579485370342,Monde De Fou,2005
Emperor,72.619950000000003,nan,Opus a Satana (Part 2),0
Julien Clerc,272.63954999999999,nan,This Melody (Live),0
Glen Campbell,142.75873000000001,nan,I'm Gone This Time,0
T.G. Sheppard,194.11546000000001,0.38272328078919771,You Feel Good All Over,2002
Slim Whitman,195.91791000000001,nan,Indian Love Call,1990
Savage Garden,118.33423999999999,nan,You Can Still Be Free,1999
Queens Of The Stone Age,288.41750999999999,0.72512128356731009,I Never Came,2005
Hank Penny & The Lincoln Penny Orchestra,123.21914,nan,Dixie,0
Inspiral Carpets,283.76771000000002,0.66517224076219728,Commercial Reign,1990
Borialis,239.3073,0.55465476746561182,Hourglass,0
The Dirty Skirts,206.75873000000001,0.30416950343527516,Wake,0
Flor Silvestre,134.81751,nan,Caricia Y Herida,0
Bézu,285.64852999999999,nan,Le tortillard,0
Redman,124.18567,0.57010593005838783,WKYA (drop),2001
Solistiyhtye Suomi,134.08608000000001,nan,Teräslintu,0
Eddie Cantor,155.61098000000001,nan,Now's The Time To Fall In Love,0
Schizoid,275.40852999999998,nan,Grim Prospects (Gross Prospects - Bad Trip Remix),0
Kai Winding,223.47710000000001,0.0,Mangos,1961
Sonny Simmons,443.24525999999997,0.27077599894632748,A Distant Voice,0
Mira,177.81505999999999,nan,Openbare Weg,2006
Citizen Kaned,385.33179000000001,nan,President Johnson,2000
The Brooklyn Tabernacle Choir,324.44036,0.40511572169138649,Lead Me Lord,1995
Ellen McIlwaine,275.12117999999998,0.24274187894946822,Spontanous Combustion,0
Vince Guaraldi / Bola Sete,294.66077000000001,0.38679017713901431,Choro,0
Maurice Chevalier,193.20117999999999,nan,Ma Louise,0
Carl Cox Vs Yousef,357.82485000000003,0.51125483510024283,I Want You (Forever),1991
Organized Konfusion,198.34729999999999,0.46048484498641545,Hate,1997
Martina McBride,261.95546000000002,0.48828987603734525,I Can't Stop Loving You,2005
Horace Andy,176.27383,nan,Thank You Lord,1985
Nazz,220.89098000000001,nan,How Can You Call That Beautiful (Stewkey Vocal),0
Tyrone Davis,235.91138000000001,nan,Cheatin' In The Next Room,0
Hot Tuna,239.59465,nan,Candy Man,1971
Richard Burton,171.49341999999999,0.0,I See The Boys Of Summer,0
Rory Block,266.05669,0.0,Three Is a Crowd,0
Boyz II Men,329.27301999999997,0.34580223396532944,On Bended Knee,1994
Howard Armstrong,198.922,0.33355480727644932,My Four Reasons,0
Donny Hathaway,283.21913999999998,0.61736561757178177,Little Girl (LP Version),1971
Miguel Gallardo,238.68036000000001,nan,Eternamente Amame,0
Les Ogres De Barback,254.06648999999999,0.39439485610058261,Niev nietch nievitch,1999
DJ X-Change featuring DJ Joey A,184.31954999999999,nan,Come Over,0
Morel,311.40526,nan,Blue Taxi,0
Tony Joe White,162.53342000000001,0.37479683702140532,I Want Love (Tween You & Me) (Album Version),0
Wolfmother,212.37505999999999,nan,White Feather,2009
The Roches,338.33751000000001,0.26586104921065007,Christlike Roche,1995
Bob Margolin,126.51057,0.23379647424179947,You Rascal You,0
Thomas Battenstein,205.58322000000001,nan,Sympathy,0
Jupiter Rising,193.4624,0.21508031850922793,They Say (Album),2007
Dharma Bums,127.47709999999999,nan,Simon's Folly,0
Saafir,234.762,nan,Crawl Before You Ball (Album Version),1999
The Verve Pipe,292.8322,0.46630483075728635,Medicate Myself,2001
Bob Neuwirth,241.10974999999999,0.48061061838775304,Biding Her Time,1990
Marvin Sapp,270.68036000000001,0.26568337971023082,More And More  (LP Version),0
James Hunter,188.73424,nan,Cowboy Ways,0
Nelson Ned,211.80036000000001,nan,Brasas Vivas,0
Mish Mash,254.32771,nan,Kolomeyke,0
Cama,210.36363,nan,In This Life,2009
Maxi Priest,301.81832000000003,0.34580223396532944,Groovin' In The Midnight,1991
Porcupine Tree,416.80934000000002,0.82517354037808421,Waiting,1997
Ragheb Alama,413.36117999999999,0.0,A'chek Ouyounik (2009 Digital Remaster),0
Foo Fighters,117.002,nan,Hell,2005
Shakira Featuring Wyclef Jean,217.36444,0.73738531022761855,Hips Don't Lie (featuring Wyclef Jean),0
The Avengers,122.72281,nan,Juoksuhauta-twist (Elämä juoksuhaudoissa),0
Robben Ford,203.98974999999999,0.47212111953959446,I Got Over It (Album Version),1988
Brazilian Tropical Orchestra,192.44363000000001,0.0,One Less Bell To Answer,0
Gil Semedo,285.36117999999999,0.39200877147130697,Festa,0
Soda Stereo,225.12280999999999,nan,Te Hacen Falta Vitaminas,1984
Xmilk,123.66322,nan,Sense And Trick,0
Dolce; Oscar G.,525.16525999999999,nan,Fire (Oscar G Space Vocal Mix),0
Britt Nicole,204.06811999999999,0.23642018223073641,Hanging On (Medium Key Performance Track Without Background Vocals),0
Schizoid,166.00771,nan,Grim Prospects (Version 2 Remix),0
Toni Braxton Featuring Shaggy,219.01016000000001,nan,Christmas In Jamaica,2001
Perrey And Kingsley,127.9473,0.44440171452285138,Gossippo Perpetuo,2001
Sven Tasnadi,570.90566999999999,nan,2190 Dias Contigo,0
Eddie,230.00771,nan,No Control,0
Enthroned,240.74404000000001,0.54305286419928955,The Vitalized Shell,2010
Suzanne Ciani,192.20853,0.6085000789194116,Mozart,1989
Milan Band,152.03219999999999,nan,Ciao Milan,0
Johnny Osbourne,215.30077,0.0,Lend Me Your Chopper,2004
Dolly Parton,155.21914000000001,nan,Letter To Heaven,1971
Rance Allen Group,207.12443999999999,nan,Heaven is Where The Heart Is,0
Pearl Jam,428.56443999999999,0.65930466916440555,Inside Job,2006
Natalie Cole,185.7824,nan,Take A Look  (LP Version),0
Mastodon,654.28853000000004,0.62661280269560082,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),2009
Kiril Valeri,306.72933999999998,0.27077599894632748,Bulgarian Dream,0
Word,229.51138,nan,Amalgama,0
DJ Quik,205.58322000000001,nan,Born and Raised In Compton,1991
Hank Locklin,127.05914,0.4944895175021134,We're Gonna Go Fishin',0
BT,44.355460000000001,0.30416950343527516,Robbers Kill Cop,0
2-4 Grooves feat. Reki D.,203.83302,nan,Relax,2009
The Jordanaires,176.50892999999999,nan,Sweet By And By,0
Descendents,140.66892999999999,0.51944858149405881,Orgofart,1986
L.A. Guns,201.09016,nan,Bitch Is Back,1988
Bare Jr.,254.79791,0.0,Naked Albino,1998
Shelley Fabares,143.07220000000001,0.0,Johnny Loves Me (LP Version),0
Norrie Paramor,163.49995000000001,0.0,Dearly Beloved,0
Gary Hobbs,289.64526000000001,0.0,The Look Of Love,0
Diesel Boy,124.15955,0.40565219615969267,Cooler Than You,1998
Angelo Badalamenti,167.3922,0.4454545254934259,Taryns Deepest Fear,0
Cradle Of Filth,321.35791,nan,Summer Dying Fast,1994
Jim Chappell,263.94076999999999,nan,Still,0
Ladybug,341.36770999999999,nan,Snapshot,0
Bandido,333.13914,nan,End Of The Road (Head Hornys Remix),0
Brixx,349.12608,nan,7 Miles,0
Nine Inch Nails,168.56771000000001,nan,The Frail,1999
Susana Seivane,350.71955000000003,0.0,Para Milladoiro,2010
Leland Martin,175.62076999999999,nan,Stone Cold Fingers (Bonus Track),0
Test Icicles,190.24933999999999,0.54305286419928955,Snowball,2005
Heaven 17,255.16363000000001,nan,(We Don't Need This) Fascist Groove Thang,1981
React,120.26730000000001,nan,Drunk Alone,0
Sven Tasnadi,557.26975000000004,nan,Charisma,0
Mance Lipscomb,187.53261000000001,0.35097950637142938,Going Down Slow,2000
Scott Wesley Brown,295.60118,nan,All Rise,0
Flávio José,252.02893,0.0,Jogo Limpo,0
Moss,329.35138000000001,0.57085064207884451,Silent Hill,2009
Pery Ribeiro,180.00934000000001,0.0,Our Love Is Here To Stay,0
Soular,244.45341999999999,0.23584620327944406,Everything Changes,0
Dimmu Borgir,282.53994999999998,nan,Master Of Disharmony,1996
Public Image Ltd,388.28363000000002,0.26396982017670101,(This Is Not A) Love Song (Live),1983
Gary Moore,345.93914000000001,0.44713579628617778,What Are We Here For,1997
Pascal Sangla,243.1473,0.0,Une petite pause,2010
The B-52's,261.74648999999999,0.71404655277218643,Wig,1986
Dakis,172.25098,nan,Perasmena Mesanihta,0
Sex Pistols,216.60688999999999,0.41373983586010971,God Save the Queen (Live),1988
Chris Brown,363.59791000000001,nan,Forever,0
Deekline & Wizard,271.77751000000001,0.31956598688286503,Sun Is Shining,2004
Daniela Dessì,330.65751,nan,New Age,0
Hem,133.27628000000001,0.36037058271214062,Have Yourself A Merry Little Christmas,2005
Lily Allen,264.69832000000002,0.56698844404040372,U Killed It,2006
Pentangle,228.51873000000001,nan,Rain And Snow,0
DJ Dips,240.35220000000001,nan,Gerra De De,0
Ana Bekuta,145.57995,nan,Kako mi je pitas sad,0
Jason Miles,235.80689000000001,0.25383473613223129,Voices On The Corner,0
Busdriver,192.1824,0.51940304573666984,(Bloody Paw On The) Kill Floor,2007
Byther Smith,418.87302,0.43735176138727572,I Wish My Mother Was Here,1989
Bebo & Cigala,198.26893000000001,0.6765489056009939,Inolvidable,2003
Bizarre Inc,420.10077000000001,nan,Miracle,1996
Bongzilla,397.26974999999999,0.46054128135865785,Witch Weed (Live),1999
The Gone Jackals,229.79873000000001,0.49529362129216348,Not Buried Deep Enough,1995
The Willis Brothers,150.64770999999999,nan,Give Me 40 Acres (To Turn This Rig Around),0
Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,286.14485000000002,nan,Ernesto Nazareth,0
S.U.P,384.70485000000002,nan,The Cube (Live),2001
Boogie Pimps,415.03302000000002,0.0,Get Back Down,0
Brian Keane,133.53751,nan,Battle Of The Rosebud / Cries,0
Aberdeen,266.70974999999999,nan,Beyond the Light,0
The Killers,284.3424,nan,Spaceman,2008
Gloriana,179.06892999999999,0.0,Pulecenella 'e mò,0
Butterfly Temple,100.5971,nan,Iskorosten' (instr.),0
Grant Geissman,320.60036000000002,0.0,Big Stax/High Volts (Album Version),0
20/20,302.36689000000001,0.0,It Goes On,0
José Augusto,284.70812000000001,nan,Pecado De Amor,0
Orbital,327.86239999999998,0.68852184411946271,Illuminate,2001
Bone Thugs-N-Harmony / Akon,286.30158999999998,0.55788038890706793,Never Forget Me,2007
Moonsorrow,356.49261000000001,nan,Ukkosenjumalan poika,2001
N.W.A.,168.75057000000001,0.0,A B***** Is A B***** (Edited),1989
Rage Against The Machine,201.56036,nan,Kick Out The Jams,2000
Jazz Gillum,185.67791,nan,Me And My Buddy,0
Rise Against,218.82730000000001,0.69646943658431304,Amber Changing,2003
Ultraviolence,303.04608000000002,0.21508031850922793,Murder Academy,1995
Korn,224.52199999999999,nan,Hey Daddy,1999
Sir Neville Marriner,315.27138000000002,nan,4 Sea Interludes Op. 33a: Storm,0
Agnes,275.06893000000002,nan,I Need You Now,0
James Horner,191.81668999999999,0.54523029389836131,Atmosphere Station,1986
Tantric,177.24036000000001,0.44713579628617778,Walk Away,2009
Mastodon,233.58649,0.78419461595606621,Shadows That Move,2001
Xcultures,38.347299999999997,0.21425344896156936,Smile,2000
The Irish Tenors,100.85832000000001,0.0,Mountains Of Mourne,0
U2,485.19790999999998,nan,Kite Live from Sydney,2007
Little Joe,239.01994999999999,nan,Loco (Crazy),0
Korn,288.49587000000002,nan,Ever Be,2007
Blind Blake & The Royal Victoria Hotel Calypsos,151.53586999999999,0.0,Oh Look Misery,0
Percy Faith,160.28689,nan,Yesterdays,0
Extreme,181.55056999999999,0.62176558251797509,Teacher's Pet,0
Alexandre Desplat,70.268929999999997,nan,Palmer enquête,2004
Prozak,173.24363,0.60681632717028433,Go To Hell,0
Jerry Butler,155.74159,0.0,Moon River - Original,0
Yvette Horner,148.03546,nan,La Plus Bath Des Javas,0
Delta 9,94.066490000000002,nan,Infidel,0
Placebo,241.52771000000001,0.87370249491043062,English Summer Rain,2003
Tam Tam Go!,226.82077000000001,nan,Spanish Shuffle (Album Version),0
Gertrudis,106.52688999999999,0.3231121208952123,Intro,2009
Warrior King,224.28689,0.53750390419171024,Empress So Divine,2002
Soda Stereo,340.29669000000001,0.54732483203448634,Terapia De Amor Intensiva,1988
LORE,216.55465000000001,0.49435732425201179,Haunting,0
Soul Asylum,279.22239999999999,0.36037058271214062,Lies Of Hate,1998
Carl Doy with NZSO,158.56281000000001,0.0,The First Noel,0
Horace Andy,234.44853000000001,0.34580223396532944,Musical Episode,2005
Jimmy Wakely,155.95057,0.46264318259167037,Beautiful Brown eyes,2001
The Nightraver & The Magican,233.53424000000001,0.0,Drop the Bass,0
Rah Digga (Featuring Outsidaz),256.80934000000002,0.40511572169138649,The Last Word (Amended Version),2000
RUN-DMC,234.65751,nan,Hard Times,1984
Bert Kaempfert And His Orchestra,163.76118,nan,Just As Much As Ever,0
Hank Locklin,159.03301999999999,0.0,Filipino Baby,0
Lady May,214.04688999999999,nan,The Boss,0
Nightwish,301.06076999999999,nan,Escapist,2007
Angelo Badalamenti,109.37424,0.61537225569907261,Jeffrey's Dark Side,1987
Frank Chacksfield,151.82321999999999,nan,Someone to Watch Over Me,0
Cesar Camargo Mariano/Helio Delmiro,287.11138,nan,Milagre Dos Peixes/ Musica Incidental: Cais/ Music Incidental: San Vicente,0
Buzzhorn,239.98649,0.1938578025491923,Pinned To The Ground (album version),2002
Silverstein,229.642,0.65862392728742292,Always And Never (Album Version),2005
!!!,143.98649,0.0,Myth Takes,2007
The Secret Life of Teenage Girls,153.20770999999999,0.19473522935003107,Carpe PM,0
The Notorious B.I.G.,316.65586999999999,0.27428170424418508,Who Shot Ya (Amended Album Version),2007
Led Zeppelin,182.09914000000001,0.31276991953042571,Poor Tom (Album Version),1982
Sandi Thom,205.21751,0.41967427880955327,Wounded Hearts,2008
Carl Belew,131.05587,nan,Love's Been Good To Me,0
The Field Mice,316.73424,0.53161276919917544,When Morning Comes To Town,1989
Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,431.64688999999998,nan,Estate,0
Catherine Howe,183.37914000000001,0.0,Freedom Enough (From Silent Mother Nature),0
Malkit Singh,324.51873000000001,nan,Hai Shava,1993
Rodney O & Joe Cooley,172.01587000000001,0.0,Nutty Block,1991
Dean Martin,165.66811999999999,nan,Until You Love Someone,2005
Strata,377.67791,0.0,Part One From Triomusic,2004
James Darren,145.00525999999999,nan,Hello Young Lovers (LP Version),0
Till West & DJ Delicious,153.28608,0.72157266083938654,Same Man,2006
Carlos Nuñez,215.35301999999999,nan,Quiero Ir Ao Mar,2005
Igor Stravinsky,156.70812000000001,nan,The Owl and the Pussy-cat,0
Gene Clark,168.38485,nan,Set You Free This Time,1998
Maysa,150.25586999999999,nan,Bloco Da Solidao (1996 Digital Remaster),0
The Shirelles,159.76444000000001,nan,Will You Love Me Tomorrow,1960
The American Boychoir,230.26893000000001,nan,Stille nacht_ heilige nacht,0
JDS,465.60608000000002,0.58291845849771196,Nine Ways,0
Panic At The Disco,247.77098000000001,0.35223222500534229,Northern Downpour (Album Version),0
Jan Howard,165.98159000000001,0.27407357810339028,Bad Seed,0
Abraham Laboriel,368.16933999999998,0.31956598688286503,Exchange,1995
Michèle Arnaud,176.27383,nan,Marie D'Aquitaine,0
Sticky Fingaz,266.42239999999998,0.6362872244273321,Oh My God,2000
Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge,111.0722,nan,Joy To The World,0
The Jeff Healey Band,313.7824,nan,Hoochie Coochie Man,1989
Angela Dimitriou,265.37750999999997,nan,Ftei O Erotas,0
Danny Wilson,167.20934,nan,The Second Summer Of Love,1989
Lionel Rogg,240.61341999999999,nan,Prelude And Fugue In C Major BWV 531 : Fugue,0
Java,356.41424000000001,nan,Don't Phunk With My Heart,0
SWAMI featuring Asuivre,260.28363000000002,nan,Give It What U Got,2007
The Black Velvet Band,256.39138000000003,nan,Dancing To A Standstill,0
Lisa Lynne,316.49914000000001,0.76130321808944557,Isla del Luna,1999
Pe'z,252.57750999999999,nan,Spirit,0
Shawn Colvin,224.60035999999999,0.42512465831305757,Another Long One,1989
Stephy Tang,214.12526,nan,Leng Jing,0
Maysa,150.25586999999999,nan,Bloco Da Solidao (1996 Digital Remaster),0
The Shirelles,159.76444000000001,nan,Will You Love Me Tomorrow,1960
The American Boychoir,230.26893000000001,nan,Stille nacht_ heilige nacht,0
JDS,465.60608000000002,0.58291845849771196,Nine Ways,0
Panic At The Disco,247.77098000000001,0.35223222500534229,Northern Downpour (Album Version),0
Jan Howard,165.98159000000001,0.27407357810339028,Bad Seed,0
Abraham Laboriel,368.16933999999998,0.31956598688286503,Exchange,1995
Michèle Arnaud,176.27383,nan,Marie D'Aquitaine,0
20/20,302.36689000000001,0.0,It Goes On,0
José Augusto,284.70812000000001,nan,Pecado De Amor,0
Orbital,327.86239999999998,0.68852184411946271,Illuminate,2001
Bone Thugs-N-Harmony / Akon,286.30158999999998,0.55788038890706793,Never Forget Me,2007
Moonsorrow,356.49261000000001,nan,Ukkosenjumalan poika,2001
N.W.A.,168.75057000000001,0.0,A B***** Is A B***** (Edited),1989
Rage Against The Machine,201.56036,nan,Kick Out The Jams,2000
Jazz Gillum,185.67791,nan,Me And My Buddy,0
Rise Against,218.82730000000001,0.69646943658431304,Amber Changing,2003
Ultraviolence,303.04608000000002,0.21508031850922793,Murder Academy,1995
Korn,224.52199999999999,nan,Hey Daddy,1999
Sir Neville Marriner,315.27138000000002,nan,4 Sea Interludes Op. 33a: Storm,0
Agnes,275.06893000000002,nan,I Need You Now,0
The Germs,206.05341999999999,nan,Forming,1977
Yamandu Costa,190.04035999999999,nan,Mafuá,0
Chris Rea,241.16200000000001,0.76772774837339697,Driving Home For Christmas,1986
Perrey And Kingsley,122.64444,0.43483809026085618,Spooks In Space,1966
Eurythmics,207.07220000000001,0.38293509007501925,Tous Les Garçons Et Les Filles,1985
Francis Dunnery,300.79955000000001,0.61047425777152453,Too Much Saturn,1995
John Cale,228.46648999999999,0.22655531395553141,Movement 4 [from Kiss] (Album Version),1997
Suzanne Ciani,239.59465,0.41598311828845852,Stream,0
Vickie Winans,228.93669,nan,Make Me Over,0
The Berzerker,165.61587,0.0,Deform (live),2000
Kings Of Leon,187.92444,0.68594022669768517,Wicker Chair,2003
Edith Lefel,276.50567000000001,0.0,An ti chans',0
Bézu,285.64852999999999,nan,Le tortillard,0
Redman,124.18567,0.57010593005838783,WKYA (drop),2001
Solistiyhtye Suomi,134.08608000000001,nan,Teräslintu,0
Eddie Cantor,155.61098000000001,nan,Now's The Time To Fall In Love,0
Schizoid,275.40852999999998,nan,Grim Prospects (Gross Prospects - Bad Trip Remix),0
Kai Winding,223.47710000000001,0.0,Mangos,1961
Sonny Simmons,443.24525999999997,0.27077599894632748,A Distant Voice,0
Mira,177.81505999999999,nan,Openbare Weg,2006
Citizen Kaned,385.33179000000001,nan,President Johnson,2000
The Brooklyn Tabernacle Choir,324.44036,0.40511572169138649,Lead Me Lord,1995
Ellen McIlwaine,275.12117999999998,0.24274187894946822,Spontanous Combustion,0
Vince Guaraldi / Bola Sete,294.66077000000001,0.38679017713901431,Choro,0
Maurice Chevalier,193.20117999999999,nan,Ma Louise,0
Carl Cox Vs Yousef,357.82485000000003,0.51125483510024283,I Want You (Forever),1991
Organized Konfusion,198.34729999999999,0.46048484498641545,Hate,1997
Taras,200.25424000000001,nan,I Will Love Again (JJ's Club Radio),0
NOFX,144.50892999999999,0.67123602698453533,Stickin In My Eye,1992
Murskahumppa,285.17831999999999,nan,Ota kiinni,0
Soda Stereo,246.69995,0.62616575966882815,Entre Caníbales,1990
Bruce Rowland,84.03546,0.0,Rosemary Recalls,1985
Xcultures,273.52771000000001,0.19923826200067829,Sudanese Dance,2000
White Heart,298.84035999999998,0.26586104921065007,Where The Thunder Roars (Tales Of Wonder Album Version),0
Heavy D / McGruff,161.38404,0.23773394162247466,Wanna Be A Player,1997
Van Halen,209.29261,0.82448212968243206,Panama (Remastered Album Version),0
RUN-DMC,234.65751,nan,Hard Times,1984
Bert Kaempfert And His Orchestra,163.76118,nan,Just As Much As Ever,0
Hank Locklin,159.03301999999999,0.0,Filipino Baby,0
Lady May,214.04688999999999,nan,The Boss,0
Nightwish,301.06076999999999,nan,Escapist,2007
Angelo Badalamenti,109.37424,0.61537225569907261,Jeffrey's Dark Side,1987
Frank Chacksfield,151.82321999999999,nan,Someone to Watch Over Me,0
Cesar Camargo Mariano/Helio Delmiro,287.11138,nan,Milagre Dos Peixes/ Musica Incidental: Cais/ Music Incidental: San Vicente,0
Buzzhorn,239.98649,0.1938578025491923,Pinned To The Ground (album version),2002
Silverstein,229.642,0.65862392728742292,Always And Never (Album Version),2005
!!!,143.98649,0.0,Myth Takes,2007
Malkit Singh,324.51873000000001,nan,Hai Shava,1993
Rodney O & Joe Cooley,172.01587000000001,0.0,Nutty Block,1991
Dean Martin,165.66811999999999,nan,Until You Love Someone,2005
Strata,377.67791,0.0,Part One From Triomusic,2004
James Darren,145.00525999999999,nan,Hello Young Lovers (LP Version),0
Till West & DJ Delicious,153.28608,0.72157266083938654,Same Man,2006
Carlos Nuñez,215.35301999999999,nan,Quiero Ir Ao Mar,2005
Igor Stravinsky,156.70812000000001,nan,The Owl and the Pussy-cat,0
Gene Clark,168.38485,nan,Set You Free This Time,1998
Pearl Jam,428.56443999999999,0.65930466916440555,Inside Job,2006
Natalie Cole,185.7824,nan,Take A Look  (LP Version),0
Mastodon,654.28853000000004,0.62661280269560082,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),2009
Kiril Valeri,306.72933999999998,0.27077599894632748,Bulgarian Dream,0
Word,229.51138,nan,Amalgama,0
DJ Quik,205.58322000000001,nan,Born and Raised In Compton,1991
Hank Locklin,127.05914,0.4944895175021134,We're Gonna Go Fishin',0
BT,44.355460000000001,0.30416950343527516,Robbers Kill Cop,0
2-4 Grooves feat. Reki D.,203.83302,nan,Relax,2009
The Jordanaires,176.50892999999999,nan,Sweet By And By,0
Descendents,140.66892999999999,0.51944858149405881,Orgofart,1986
L.A. Guns,201.09016,nan,Bitch Is Back,1988
Bare Jr.,254.79791,0.0,Naked Albino,1998
Shelley Fabares,143.07220000000001,0.0,Johnny Loves Me (LP Version),0
Norrie Paramor,163.49995000000001,0.0,Dearly Beloved,0
Gary Hobbs,289.64526000000001,0.0,The Look Of Love,0
James Horner,191.81668999999999,0.54523029389836131,Atmosphere Station,1986
Tantric,177.24036000000001,0.44713579628617778,Walk Away,2009
